node1,node2,weight,label,PA,LP_w,PA_w,L3_w,L3,LP,SP,SP_w
21559,2569648,2.0,1,5882,3220.0,103156.0,24.851703016152175,1.3344930896188119,37,1.0,0.5
93787,2285535,0.0,0,52,0.0,715.0,0.0,0.0,0,5.0,1.6999999999999997
71520,2471940,0.0,0,40,0.0,580.0,0.0,0.0,0,5.0,1.4
27370,2621394,5.0,1,25,0.0,380.0,0.0,0.0,0,1.0,0.2
15057,2475755,5.0,1,160,0.0,3100.0,0.0,0.0,0,1.0,0.2
181852,2623540,0.0,0,16,0.0,210.0,0.0,0.0,0,5.0,1.1833333333333331
5580,2303089,3.0,1,84,0.0,1428.0,0.0,0.0,0,1.0,0.3333333333333333
1776477,2502724,0.0,0,16,0.0,360.0,0.0,0.0,0,5.0,1.0
949509,2288478,0.0,0,16,0.0,380.0,0.0,0.0,0,7.0,1.4
1751366,2458552,0.0,0,48,0.0,884.0,0.0,0.0,0,5.0,1.0
4330,2277423,5.0,1,42,0.0,945.0,0.0,0.0,0,1.0,0.2
8235,2355954,5.0,1,99,0.0,2100.0,0.0,0.0,0,1.0,0.2
1303612,2148936,0.0,0,24,30.0,406.0,0.1308709211032335,0.01656346649999844,1,3.0,1.0333333333333332
362,2157426,4.0,1,567,0.0,10634.0,0.0,0.0,0,1.0,0.25
6545,2321224,5.0,1,90,0.0,1680.0,0.0,0.0,0,1.0,0.2
102732,2497001,0.0,0,12,0.0,280.0,0.0,0.0,0,5.0,1.0
22858,2584899,4.0,1,465,0.0,9534.0,0.0,0.0,0,1.0,0.25
14679,2470310,4.0,1,1980,0.0,43248.0,0.0,0.0,0,1.0,0.25
1968078,2277111,0.0,0,143,0.0,3224.0,0.0,0.0,0,5.0,1.0
465205,2266222,0.0,0,16,80.0,247.0,0.1494119141178712,0.007370495700194102,1,3.0,0.7
45090,2612484,0.0,0,35,0.0,372.0,0.0,0.0,0,5.0,1.1333333333333333
291,2155400,5.0,1,245,0.0,2954.0,0.0,0.0,0,1.0,0.2
551634,2497579,0.0,0,40,0.0,936.0,0.0,0.0,0,5.0,1.0
1717064,2991724,0.0,0,12,0.0,126.0,0.0,0.0,0,5.0,2.2
12839,2442355,5.0,1,3031,0.0,67060.0,0.0,0.0,0,1.0,0.2
6627,2324966,1.0,1,148,78.0,1507.0,0.13172997294190492,0.018932550488337228,3,1.0,0.9166666666666665
3069,2240683,4.0,1,437,160.0,7954.0,0.2510562956966499,0.012932385894710505,2,1.0,0.25
16,2146575,5.0,1,3485,344.0,63308.0,0.8823732093567627,0.06245336207737378,5,1.0,0.2
31812,2650051,2.0,1,308,0.0,4785.0,0.0,0.0,0,1.0,0.5
176822,2217049,0.0,0,15,0.0,95.0,0.0,0.0,0,5.0,1.4333333333333331
13008,2445008,3.0,1,3570,0.0,51048.0,0.0,0.0,0,1.0,0.3333333333333333
127549,2910473,4.0,1,9,0.0,144.0,0.0,0.0,0,1.0,0.25
14044,2463051,5.0,1,117,300.0,2436.0,0.3549159659848191,0.014270721430805183,3,1.0,0.2
10058,2389190,4.0,1,396,989.0,7680.0,4.159743172422615,0.19885857057605283,11,1.0,0.25
45131,2723937,5.0,1,21,0.0,465.0,0.0,0.0,0,1.0,0.2
43817,2345103,0.0,0,120,0.0,2295.0,0.0,0.0,0,5.0,1.1
173139,2892945,0.0,0,12,0.0,260.0,0.0,0.0,0,7.0,1.4
1636470,2532356,0.0,0,42,0.0,756.0,0.0,0.0,0,7.0,1.4
558,2633334,0.0,0,294,0.0,6360.0,0.0,0.0,0,5.0,1.0
269090,2473335,0.0,0,272,0.0,4087.0,0.0,0.0,0,5.0,1.05
1764269,2379685,0.0,0,27,0.0,570.0,0.0,0.0,0,5.0,1.0
38629,2688106,1.0,1,20,0.0,220.0,0.0,0.0,0,1.0,1.0
15900,2487440,5.0,1,85,566.0,1265.0,8.532191112754727,0.4008751295488201,6,1.0,0.2
26281,2280803,0.0,0,9,0.0,180.0,0.0,0.0,0,inf,inf
517236,3064336,2.0,1,12,0.0,80.0,0.0,0.0,0,1.0,0.5
18143,2520489,5.0,1,240,0.0,4785.0,0.0,0.0,0,1.0,0.2
3160,2242653,5.0,1,570,300.0,12240.0,2.9807946086497523,0.13443551312683025,3,1.0,0.2
1700641,2447085,0.0,0,20,0.0,480.0,0.0,0.0,0,5.0,1.4
1950062,2388285,0.0,0,75,100.0,1380.0,0.33766830628289035,0.013481546281826752,1,3.0,0.65
71055,2198995,0.0,0,115,0.0,2507.0,0.0,0.0,0,5.0,1.0
68251,2151698,0.0,0,21,0.0,403.0,0.0,0.0,0,5.0,1.0
213440,2320083,0.0,0,18,0.0,286.0,0.0,0.0,0,5.0,1.05
4136,2273127,3.0,1,370,0.0,4695.0,0.0,0.0,0,1.0,0.3333333333333333
74921,2385634,0.0,0,36,0.0,688.0,0.0,0.0,0,5.0,1.05
6420,2319277,5.0,1,448,0.0,8136.0,0.0,0.0,0,1.0,0.2
12340,2435367,5.0,1,80,0.0,1739.0,0.0,0.0,0,1.0,0.2
26084,2613146,4.0,1,152,0.0,1690.0,0.0,0.0,0,1.0,0.25
950585,2983187,0.0,0,27,0.0,574.0,0.0,0.0,0,7.0,1.5
65197,2796227,5.0,1,16,0.0,380.0,0.0,0.0,0,1.0,0.2
6093,2312039,4.0,1,1542,1755.0,30648.0,3.846272348449468,0.19367765032248996,19,1.0,0.25
1628786,2396902,0.0,0,15,0.0,240.0,0.0,0.0,0,5.0,1.05
1742405,2292412,0.0,0,9,0.0,150.0,0.0,0.0,0,7.0,1.4
20626,2200312,0.0,0,208,0.0,2610.0,0.0,0.0,0,5.0,1.1333333333333333
3814,2262045,4.0,1,3256,0.0,66950.0,0.0,0.0,0,1.0,0.25
68621,2591404,0.0,0,20,0.0,500.0,0.0,0.0,0,5.0,1.0
305092,2274139,0.0,0,52,0.0,1159.0,0.0,0.0,0,5.0,1.0
7533,2341943,3.0,1,3930,1221.0,44320.0,4.393225363065851,0.3067019221199149,22,1.0,0.3333333333333333
1049,2181535,4.0,1,6624,600.0,110558.0,1.0707510554182567,0.04325710565609275,6,1.0,0.25
212691,2967034,4.0,1,12,0.0,216.0,0.0,0.0,0,1.0,0.25
9354,2378636,3.0,1,156,80.0,2376.0,0.04225239615387799,0.002143121769127492,1,1.0,0.3333333333333333
91890,3002499,0.0,0,18,0.0,195.0,0.0,0.0,0,7.0,1.7499999999999998
1398313,2245555,0.0,0,18,0.0,81.0,0.0,0.0,0,inf,inf
56135,2270431,0.0,0,28,0.0,680.0,0.0,0.0,0,7.0,1.4
1752859,2677773,0.0,0,156,0.0,2820.0,0.0,0.0,0,5.0,1.0
4051,2270513,5.0,1,2456,0.0,39793.0,0.0,0.0,0,1.0,0.2
13324,2450955,5.0,1,3225,0.0,73770.0,0.0,0.0,0,1.0,0.2
86965,2295530,0.0,0,15,0.0,280.0,0.0,0.0,0,7.0,1.4
11821,2425070,5.0,1,10764,7425.0,268410.0,46.80252871413199,1.9205827614073951,68,1.0,0.2
28927,2631181,5.0,1,6470,100.0,101682.0,2.6398183867422733,0.11952286093343936,1,1.0,0.2
15792,2485891,5.0,1,69,0.0,1560.0,0.0,0.0,0,1.0,0.2
66278,2461579,0.0,0,30,0.0,416.0,0.0,0.0,0,5.0,1.0
64860,2386730,0.0,0,40,0.0,506.0,0.0,0.0,0,7.0,1.4
15318,2479092,5.0,1,2264,1695.0,51558.0,2.7229261819121073,0.10987358035550135,16,1.0,0.2
70748,2814989,5.0,1,150,75.0,3540.0,7.354355067681902,0.35355339059327373,1,1.0,0.2
23309,2589483,4.0,1,200,1065.0,4142.0,2.0288540986198074,0.10520685684811804,11,1.0,0.25
48040,2204388,0.0,0,36,0.0,328.0,0.0,0.0,0,5.0,1.1833333333333333
1114270,2795710,0.0,0,9,0.0,225.0,0.0,0.0,0,7.0,1.45
12067,2430973,5.0,1,2620,450.0,60300.0,1.67511015134611,0.07076395423798434,4,1.0,0.2
729,2170739,5.0,1,175,0.0,3333.0,0.0,0.0,0,1.0,0.2
394899,2630322,0.0,0,20,0.0,360.0,0.0,0.0,0,7.0,1.4
2049633,2253327,0.0,0,42,25.0,682.0,0.049571570156128446,0.009574749827023768,1,3.0,1.05
33192,2657068,2.0,1,57,0.0,584.0,0.0,0.0,0,1.0,0.5
1691533,2793535,0.0,0,9,0.0,165.0,0.0,0.0,0,7.0,1.5333333333333332
162503,2515548,0.0,0,77,0.0,1053.0,0.0,0.0,0,5.0,1.3166666666666664
164393,2478398,0.0,0,18,0.0,299.0,0.0,0.0,0,7.0,1.45
1761648,2675689,0.0,0,27,0.0,396.0,0.0,0.0,0,5.0,1.0
2097412,2330518,0.0,0,45,0.0,720.0,0.0,0.0,0,5.0,1.0
1849749,2918622,0.0,0,12,0.0,300.0,0.0,0.0,0,inf,inf
138905,2176269,0.0,0,84,0.0,1596.0,0.0,0.0,0,5.0,1.05
16478,2495675,5.0,1,104,30.0,1573.0,0.3524536884251207,0.045834924851410566,1,1.0,0.2
892,2176617,5.0,1,1824,60.0,32076.0,0.595667384832379,0.04303314829119352,1,1.0,0.2
390923,2611817,0.0,0,24,0.0,570.0,0.0,0.0,0,5.0,1.0
45331,2181008,0.0,0,120,0.0,2603.0,0.0,0.0,0,5.0,1.0
32639,2410595,0.0,0,60,0.0,954.0,0.0,0.0,0,5.0,1.1333333333333333
60615,2617312,0.0,0,30,0.0,385.0,0.0,0.0,0,7.0,1.45
26503,2279136,0.0,0,42,0.0,840.0,0.0,0.0,0,7.0,1.7666666666666666
144531,2628684,0.0,0,12,0.0,216.0,0.0,0.0,0,5.0,1.05
3596,2254966,4.0,1,2296,180.0,39553.0,2.703577469719109,0.12679231974254151,2,1.0,0.25
1753445,2528902,0.0,0,27,0.0,380.0,0.0,0.0,0,5.0,1.3499999999999999
31248,2646687,1.0,1,150,0.0,1314.0,0.0,0.0,0,1.0,1.0
108143,2251519,0.0,0,54,0.0,888.0,0.0,0.0,0,5.0,1.05
16213,2492686,4.0,1,411,0.0,6036.0,0.0,0.0,0,1.0,0.25
23572,2755863,0.0,0,78,0.0,780.0,0.0,0.0,0,5.0,1.2
22299,2578114,5.0,1,56,0.0,1188.0,0.0,0.0,0,1.0,0.2
977,2179297,5.0,1,378,60.0,6650.0,0.2470831055537004,0.015891043154093204,1,1.0,0.2
1116,2183311,5.0,1,246,0.0,4293.0,0.0,0.0,0,1.0,0.2
3647,2258227,5.0,1,1500,700.0,28382.0,4.292745313197319,0.2726175395809328,8,1.0,0.2
277115,2284212,0.0,0,36,0.0,590.0,0.0,0.0,0,7.0,1.4
13923,2461286,4.0,1,1071,0.0,14812.0,0.0,0.0,0,1.0,0.25
81310,2842829,3.0,1,45,0.0,540.0,0.0,0.0,0,1.0,0.3333333333333333
1013,2180164,5.0,1,25365,9689.0,415662.0,28.738888920068778,1.4317273193195508,129,1.0,0.2
139108,2256101,0.0,0,21,0.0,280.0,0.0,0.0,0,5.0,1.9833333333333332
77963,2756438,0.0,0,21,0.0,374.0,0.0,0.0,0,5.0,1.4
26462,2615525,4.0,1,1344,679.0,20216.0,1.3216536000364505,0.08607317483091685,10,1.0,0.25
3936,2265941,3.0,1,1719,770.0,28918.0,3.6037737809375514,0.23178222502819157,10,1.0,0.3333333333333333
3566,2254281,4.0,1,216,100.0,4200.0,4.3355498476206,0.17677669529663687,1,1.0,0.25
23658,2594262,2.0,1,104,112.0,1674.0,0.4711894599067006,0.033048421712885676,2,1.0,0.5
79052,2550683,0.0,0,24,0.0,580.0,0.0,0.0,0,5.0,1.0
2064886,2312088,0.0,0,36,0.0,702.0,0.0,0.0,0,5.0,1.05
15813,2486137,5.0,1,1362,0.0,31395.0,0.0,0.0,0,1.0,0.2
16896,2501344,5.0,1,715,100.0,12949.0,1.4883984964325054,0.06063390625908324,1,1.0,0.2
1800,2204073,3.0,1,4532,2207.0,54896.0,4.418399389317046,0.3133479394386952,39,1.0,0.3333333333333333
11631,2420790,5.0,1,408,575.0,6723.0,3.928237944003903,0.1603142280689719,5,1.0,0.2
9479,2381328,5.0,1,190,0.0,3841.0,0.0,0.0,0,1.0,0.2
4314,2277137,5.0,1,2107,205.0,46917.5,0.7845713012442803,0.028637848202639003,2,1.0,0.2
3747,2261053,5.0,1,114,0.0,1890.0,0.0,0.0,0,1.0,0.2
14011,2462742,5.0,1,104,0.0,2032.0,0.0,0.0,0,1.0,0.2
12994,2444394,5.0,1,18432,225.0,384527.0,6.87301508649918,0.278799230699993,2,1.0,0.2
26044,2612733,3.0,1,15,0.0,176.0,0.0,0.0,0,1.0,0.3333333333333333
65826,2358640,0.0,0,285,200.0,5796.0,0.13119978747319364,0.006062101583125473,2,3.0,0.65
50474,2205463,0.0,0,1440,0.0,19894.0,0.0,0.0,0,5.0,1.0
2657,2231085,4.0,1,2110,108.0,38160.0,0.43313036409206945,0.032638610256400205,2,1.0,0.25
828,2173914,4.0,1,228,0.0,4494.0,0.0,0.0,0,1.0,0.25
455,2160699,5.0,1,882,2553.0,18387.0,10.756040811420807,0.48692822478279557,27,1.0,0.2
2059,2212104,5.0,1,791,284.0,14751.0,1.066137342594693,0.07085204878939472,5,1.0,0.2
2819,2234937,4.0,1,192,0.0,3157.0,0.0,0.0,0,1.0,0.25
17603,2513483,5.0,1,195,20.0,2275.0,0.43355498476205995,0.09245003270420485,1,1.0,0.2
19039,2532395,5.0,1,140,390.0,2898.0,3.189482134110217,0.12881830372282688,4,1.0,0.2
10837,2409525,4.0,1,64,0.0,966.0,0.0,0.0,0,1.0,0.25
61039,2782542,3.0,1,60,0.0,731.0,0.0,0.0,0,1.0,0.3333333333333333
427663,2151913,0.0,0,9063,0.0,163636.0,0.0,0.0,0,5.0,1.1833333333333331
89082,2272551,0.0,0,171,0.0,3654.0,0.0,0.0,0,5.0,1.0
68948,2156254,0.0,0,36,0.0,750.0,0.0,0.0,0,5.0,1.0
3407,2248847,4.0,1,6144,0.0,131765.0,0.0,0.0,0,1.0,0.25
10591,2397055,3.0,1,129,0.0,1820.0,0.0,0.0,0,1.0,0.3333333333333333
17169,2507803,3.0,1,308,225.0,5040.0,1.231278494824591,0.045221001606638875,2,1.0,0.3333333333333333
14035,2462995,5.0,1,108,0.0,2400.0,0.0,0.0,0,1.0,0.2
30,2147153,4.0,1,3612,650.0,63706.0,3.0693365598594946,0.1629350049417307,9,1.0,0.25
30948,2390563,0.0,0,39,0.0,590.0,0.0,0.0,0,7.0,1.45
43760,2714540,4.0,1,96,150.0,1496.0,1.0565250182613606,0.08342790604764852,3,1.0,0.25
5410,2299656,5.0,1,92,124.0,1691.0,0.10546697853030806,0.00728894759439745,2,1.0,0.2
801598,2244969,0.0,0,96,0.0,1680.0,0.0,0.0,0,5.0,1.0
10561,2396569,5.0,1,1045,0.0,21600.0,0.0,0.0,0,1.0,0.2
282233,2426476,0.0,0,18,0.0,375.0,0.0,0.0,0,5.0,1.4
1061382,2793976,0.0,0,42,0.0,660.0,0.0,0.0,0,7.0,1.4
1887760,2468141,0.0,0,111,0.0,1920.0,0.0,0.0,0,5.0,1.0
33075,2656433,4.0,1,1316,1196.0,26226.0,19.899179677268137,0.9549953952513672,14,1.0,0.25
108795,2289938,0.0,0,18,0.0,297.0,0.0,0.0,0,5.0,1.0
18861,2529110,5.0,1,65,0.0,1425.0,0.0,0.0,0,1.0,0.2
2005803,2350877,0.0,0,24,0.0,486.0,0.0,0.0,0,5.0,1.0
26080,2613136,3.0,1,1940,255.0,19845.0,0.5786647718304679,0.027214523352097075,3,1.0,0.3333333333333333
76049,2749457,0.0,0,12,0.0,285.0,0.0,0.0,0,7.0,1.4
269050,2530387,0.0,0,20,0.0,360.0,0.0,0.0,0,5.0,1.0
61370,2783615,5.0,1,372,850.0,8280.0,3.667545490807843,0.16389579558947862,8,1.0,0.2
17785,2515498,4.0,1,160,0.0,3116.0,0.0,0.0,0,1.0,0.25
469284,2276836,0.0,0,12,0.0,180.0,0.0,0.0,0,5.0,1.0
1400,2922117,0.0,0,40,0.0,600.0,0.0,0.0,0,inf,inf
1781,2203517,4.0,1,336,466.0,4992.0,8.203914769876686,0.45961178731692437,5,1.0,0.25
387756,2289856,0.0,0,45,0.0,994.0,0.0,0.0,0,7.0,1.4
12428,2436606,3.0,1,99,0.0,1548.0,0.0,0.0,0,1.0,0.3333333333333333
27210,2620182,5.0,1,2400,0.0,57030.0,0.0,0.0,0,1.0,0.2
58209,2348271,0.0,0,84,0.0,1250.0,0.0,0.0,0,5.0,1.05
119807,2402821,0.0,0,12,0.0,119.0,0.0,0.0,0,5.0,1.15
13420,2737099,0.0,0,248,0.0,4851.0,0.0,0.0,0,7.0,1.4
603572,2257286,0.0,0,20,0.0,228.0,0.0,0.0,0,5.0,1.1833333333333333
35796,2672934,4.0,1,208,0.0,3435.0,0.0,0.0,0,1.0,0.25
7868,2349051,5.0,1,5883,2459.0,121920.0,5.851329867526671,0.2616218848254796,30,1.0,0.2
1842364,2213022,0.0,0,84,0.0,1905.0,0.0,0.0,0,5.0,1.0
3628,2257133,5.0,1,14490,360.0,281554.0,2.1572135029561585,0.1366786270791234,5,1.0,0.2
25408,2609289,5.0,1,174,364.0,3976.0,4.649108695186582,0.26326653263704525,4,1.0,0.2
1142,2185192,5.0,1,3063,0.0,74805.0,0.0,0.0,0,1.0,0.2
1501,2196307,4.0,1,520,0.0,7452.0,0.0,0.0,0,1.0,0.25
2451,2225527,4.0,1,217,0.0,3444.0,0.0,0.0,0,1.0,0.25
754355,2446876,0.0,0,54,0.0,793.0,0.0,0.0,0,5.0,1.05
61,2148496,5.0,1,904,229.0,12768.0,1.5968613556472213,0.2411458738996394,10,1.0,0.2
1665999,2682730,0.0,0,42,0.0,572.0,0.0,0.0,0,5.0,1.05
50167,2746621,5.0,1,830,0.0,18055.0,0.0,0.0,0,1.0,0.2
59845,2779189,4.0,1,220,0.0,3552.0,0.0,0.0,0,1.0,0.25
77792,2357020,0.0,0,247,0.0,4617.0,0.0,0.0,0,5.0,1.0
144791,2925903,5.0,1,30,0.0,480.0,0.0,0.0,0,1.0,0.2
1553881,2255430,0.0,0,36,0.0,840.0,0.0,0.0,0,inf,inf
2027249,2480385,0.0,0,32,64.0,570.0,0.24499682989551338,0.015240998561973753,1,3.0,0.75
24135,2599754,3.0,1,1080,1744.0,18108.0,9.31101650986389,0.528789649031154,24,1.0,0.3333333333333333
441039,2229731,0.0,0,20,0.0,475.0,0.0,0.0,0,5.0,1.0
1621654,2480352,0.0,0,72,0.0,1248.0,0.0,0.0,0,5.0,1.0
45,2148134,3.0,1,297,2757.0,4044.0,14.514077708790303,1.0244450610827325,48,1.0,0.3333333333333333
2026040,2155260,0.0,0,44,0.0,770.0,0.0,0.0,0,7.0,1.4
2311,2219618,5.0,1,120,0.0,2052.0,0.0,0.0,0,1.0,0.2
14652,2469937,5.0,1,175,0.0,3375.0,0.0,0.0,0,1.0,0.2
3608,2255258,5.0,1,972,100.0,23490.0,1.2753608187321184,0.0601929265428846,1,1.0,0.2
54255,2869999,0.0,0,21,0.0,276.0,0.0,0.0,0,5.0,1.3166666666666667
902,2177130,5.0,1,1352,0.0,21645.0,0.0,0.0,0,1.0,0.2
8758,2367632,5.0,1,4295,2006.0,82800.0,7.476045593710909,0.48298809889942,28,1.0,0.2
24621,2427729,0.0,0,84,0.0,1764.0,0.0,0.0,0,5.0,1.2833333333333332
243821,2262105,0.0,0,18,0.0,280.0,0.0,0.0,0,7.0,2.25
3656,2258404,5.0,1,248,0.0,5120.0,0.0,0.0,0,1.0,0.2
75461,2828380,4.0,1,24,0.0,432.0,0.0,0.0,0,1.0,0.25
217723,2226060,0.0,0,51,0.0,1022.0,0.0,0.0,0,5.0,1.0
61181,2512886,0.0,0,28,0.0,594.0,0.0,0.0,0,5.0,1.05
7481,2341091,5.0,1,1010,1385.0,20970.0,10.54213453036312,0.4587350558377594,13,1.0,0.2
38019,2234610,0.0,0,105,0.0,2525.0,0.0,0.0,0,5.0,1.0
2771,2233808,4.0,1,220,0.0,4185.0,0.0,0.0,0,1.0,0.25
33305,2657888,5.0,1,1782,125.0,29436.0,1.0083596697910384,0.03706246583305506,1,1.0,0.2
737936,2380048,0.0,0,18,0.0,450.0,0.0,0.0,0,inf,inf
164159,2315304,0.0,0,192,0.0,3618.0,0.0,0.0,0,5.0,1.0
9841,2456200,0.0,0,338,0.0,3366.0,0.0,0.0,0,5.0,1.0
21290,2566566,1.0,1,116,30.0,1000.0,0.9534625892455922,0.1091089451179962,1,1.0,1.0
7639,2344569,3.0,1,48,0.0,882.0,0.0,0.0,0,1.0,0.3333333333333333
7916,2350672,5.0,1,27774,180.0,525700.0,0.9027320097460327,0.04569711984393894,2,1.0,0.2
1427418,2198428,0.0,0,21,0.0,348.0,0.0,0.0,0,5.0,1.0
1898,2207288,5.0,1,66,0.0,1162.0,0.0,0.0,0,1.0,0.2
606247,2634830,0.0,0,40,0.0,546.0,0.0,0.0,0,5.0,1.0
128061,2713820,0.0,0,21,0.0,420.0,0.0,0.0,0,5.0,1.0999999999999999
488,2162039,4.0,1,1102,25.0,14632.0,0.342241048870871,0.048112522432468816,1,1.0,0.25
1772,2203323,5.0,1,1664,500.0,29184.0,3.863241106787421,0.12467677949211109,5,1.0,0.2
1017749,2247657,0.0,0,33,0.0,506.0,0.0,0.0,0,5.0,1.0
2104,2213366,3.0,1,896,424.0,10900.0,0.6008806633587812,0.047395713234575455,9,1.0,0.3333333333333333
11381,2417379,4.0,1,4624,320.0,59737.0,1.0283324558987008,0.11391936509796224,9,1.0,0.25
14446,2467688,5.0,1,564,0.0,11205.0,0.0,0.0,0,1.0,0.2
5599,2303353,3.0,1,1360,0.0,22960.0,0.0,0.0,0,1.0,0.3333333333333333
10577,2396941,5.0,1,552,258.0,10302.0,0.8877159370996272,0.03349444781376078,3,1.0,0.2
1089184,2345141,0.0,0,27,0.0,559.0,0.0,0.0,0,5.0,1.0
219,2153267,4.0,1,192,0.0,4068.0,0.0,0.0,0,1.0,0.25
4270,2276198,4.0,1,52,125.0,1062.0,0.45613147823051675,0.01800122412486215,1,1.0,0.25
187637,2191226,0.0,0,72,0.0,1156.0,0.0,0.0,0,5.0,1.0
35894,2367102,0.0,0,32,0.0,493.0,0.0,0.0,0,5.0,1.15
26585,2641372,0.0,0,102,0.0,2250.0,0.0,0.0,0,5.0,1.0
34049,2661735,5.0,1,240,0.0,5075.0,0.0,0.0,0,1.0,0.2
27643,2623031,5.0,1,40,0.0,840.0,0.0,0.0,0,1.0,0.2
114867,2255384,0.0,0,12,0.0,195.0,0.0,0.0,0,5.0,1.05
136594,2290883,0.0,0,24,0.0,580.0,0.0,0.0,0,5.0,1.0
17101,2685162,0.0,0,60,0.0,1302.0,0.0,0.0,0,5.0,1.0
25294,2608633,5.0,1,33,0.0,630.0,0.0,0.0,0,1.0,0.2
344296,2229922,0.0,0,50,0.0,799.0,0.0,0.0,0,5.0,1.05
1251442,2346824,0.0,0,56,0.0,864.0,0.0,0.0,0,7.0,1.45
1893,2207128,5.0,1,912,700.0,21600.0,6.54601112216463,0.2534551926569193,6,1.0,0.2
46696,2731778,3.0,1,1248,0.0,22906.0,0.0,0.0,0,1.0,0.3333333333333333
1423,2193629,5.0,1,6402,27395.0,130935.0,41.37518259564876,1.711250694421993,253,1.0,0.2
516795,2472226,0.0,0,16,0.0,324.0,0.0,0.0,0,5.0,1.0
16913,2502774,4.0,1,5694,0.0,103056.0,0.0,0.0,0,1.0,0.25
12471,2437461,4.0,1,567,225.0,11232.0,1.7319464982000172,0.07123841789353622,2,1.0,0.25
229499,2698227,0.0,0,12,0.0,220.0,0.0,0.0,0,7.0,1.4
2167,2214832,5.0,1,32,0.0,800.0,0.0,0.0,0,1.0,0.2
42271,2566720,0.0,0,135,0.0,2272.0,0.0,0.0,0,5.0,1.0
18654,2526862,4.0,1,242,0.0,4508.0,0.0,0.0,0,1.0,0.25
10702,2389438,0.0,0,60,0.0,1440.0,0.0,0.0,0,5.0,1.0
479453,2686762,0.0,0,45,0.0,504.0,0.0,0.0,0,5.0,1.0
2012055,2423134,0.0,0,66,0.0,1410.0,0.0,0.0,0,7.0,1.4
16557,2496530,4.0,1,2036,0.0,32055.0,0.0,0.0,0,1.0,0.25
178022,2176170,0.0,0,39,0.0,900.0,0.0,0.0,0,5.0,1.0
2069283,2536099,0.0,0,40,0.0,576.0,0.0,0.0,0,7.0,1.4
973932,2156447,0.0,0,12,0.0,247.0,0.0,0.0,0,5.0,1.0
1925720,2544325,0.0,0,70,0.0,1408.0,0.0,0.0,0,5.0,1.0
28713,2629127,5.0,1,162,0.0,2340.0,0.0,0.0,0,1.0,0.2
42335,2705980,1.0,1,15,0.0,42.0,0.0,0.0,0,1.0,1.0
20003,2544006,5.0,1,54,0.0,1215.0,0.0,0.0,0,1.0,0.2
2865,2235786,5.0,1,3504,1945.0,77532.0,12.555048630948795,0.6581568702925302,25,1.0,0.2
12681,2440139,5.0,1,27,0.0,405.0,0.0,0.0,0,1.0,0.2
13241,2449244,5.0,1,66,0.0,1363.0,0.0,0.0,0,1.0,0.2
235617,2452768,0.0,0,18,0.0,240.0,0.0,0.0,0,7.0,1.8
1243,2189455,3.0,1,3704,5414.0,38736.0,43.165208447445515,2.6037841147863934,81,1.0,0.3333333333333333
53847,2193740,0.0,0,196,0.0,3752.0,0.0,0.0,0,5.0,1.0
626,2167400,5.0,1,2960,1239.0,56736.0,4.592057721776519,0.23711400727715434,15,1.0,0.2
46046,2805747,0.0,0,36,0.0,770.0,0.0,0.0,0,5.0,1.0
2041459,2273631,0.0,0,57,0.0,858.0,0.0,0.0,0,5.0,1.0
1401044,2695673,0.0,0,18,0.0,75.0,0.0,0.0,0,5.0,1.8
39767,2177140,0.0,0,84,0.0,1664.0,0.0,0.0,0,5.0,1.0
8662,2366017,4.0,1,2839,423.0,49511.0,3.3313056755456656,0.22537100132437105,7,1.0,0.25
47591,2499117,0.0,0,168,0.0,3626.0,0.0,0.0,0,5.0,1.05
81668,2806265,0.0,0,18,0.0,260.0,0.0,0.0,0,5.0,1.1833333333333333
87773,2860515,4.0,1,9,0.0,154.0,0.0,0.0,0,1.0,0.25
1674623,2150979,0.0,0,126,0.0,2490.0,0.0,0.0,0,5.0,1.0
100086,2542736,0.0,0,12,0.0,75.0,0.0,0.0,0,5.0,1.4
211618,3024591,0.0,0,36,0.0,429.0,0.0,0.0,0,5.0,1.1333333333333333
63181,2788805,5.0,1,252,0.0,5040.0,0.0,0.0,0,1.0,0.2
5637,2304403,4.0,1,925,202.0,15370.0,0.434528742258583,0.11481716715621239,4,1.0,0.25
2234,2216440,5.0,1,5556,915.0,121049.0,1.9822963608515938,0.08557596211078368,9,1.0,0.2
747,2171513,4.0,1,114,0.0,1353.0,0.0,0.0,0,1.0,0.25
121100,2904875,5.0,1,9,0.0,225.0,0.0,0.0,0,1.0,0.2
64707,2794105,5.0,1,50,0.0,968.0,0.0,0.0,0,1.0,0.2
27234,2471422,0.0,0,80,100.0,1748.0,0.37237814569047295,0.016448792373994225,1,3.0,0.65
74094,2228058,0.0,0,72,0.0,1650.0,0.0,0.0,0,5.0,1.0
138458,2321314,0.0,0,18,0.0,261.0,0.0,0.0,0,7.0,2.1999999999999997
3180,2243177,5.0,1,323,30.0,5412.0,0.22418669672269823,0.03077287274483318,1,1.0,0.2
11757,2725667,0.0,0,224,0.0,3861.0,0.0,0.0,0,5.0,1.0
20425,2549225,4.0,1,100,0.0,1890.0,0.0,0.0,0,1.0,0.25
479,2161554,5.0,1,960,3378.0,16013.0,21.518811036173954,1.2298001344154146,45,1.0,0.2
261,2154557,1.0,1,273,350.0,3634.0,0.22242658092249037,0.018500604097107357,6,1.0,0.65
38798,2468334,0.0,0,1023,0.0,19500.0,0.0,0.0,0,5.0,1.0
